"institution_storing","nRecords","pRecords","RecordType","FilterType","cumFrac"
"Mammoth Cave National Park",11,5.97194488872095e-06,"derep","Any location",0.999115609252389
"National Academy of Sciences of Belarus, Scientific and Practical Center for Bioresources",11,5.97194488872095e-06,"derep","Any location",0.999121581197277
"Research Collection of Paul M. Brunelle",11,5.97194488872095e-06,"derep","Any location",0.999127553142166
"Universidad Nacional Autonoma de Honduras",11,5.97194488872095e-06,"derep","Any location",0.999133525087055
"Universidad Nacional Mayor de San Marcos, Museo de Historia Natural",11,5.97194488872095e-06,"derep","Any location",0.999139497031943
"Universita degli Studi di Padova, Dept. of Environmental Agronomy and Crop Productions",11,5.97194488872095e-06,"derep","Any location",0.999145468976832
"University of British Columbia",11,5.97194488872095e-06,"derep","Any location",0.999151440921721
"Aarhus University, Dept of Bioscience",10,5.42904080792814e-06,"derep","Any location",0.999156869962529
"Government of Western Australia, Dept of Fisheries",10,5.42904080792814e-06,"derep","Any location",0.999162299003337
"Hannam University",10,5.42904080792814e-06,"derep","Any location",0.999167728044145
"National Museum of Natural History, Bulgaria",10,5.42904080792814e-06,"derep","Any location",0.999173157084952
"Research Collection of Christian Brevignon",10,5.42904080792814e-06,"derep","Any location",0.99917858612576
"Research Collection of Hannu Saarenmaa",10,5.42904080792814e-06,"derep","Any location",0.999184015166568
"Research Collection of Ignac Richter",10,5.42904080792814e-06,"derep","Any location",0.999189444207376
"Research Collection of Mike Raschko",10,5.42904080792814e-06,"derep","Any location",0.999194873248184
"Research Collection of Safian Szabolcs",10,5.42904080792814e-06,"derep","Any location",0.999200302288992
"Smithsonian Institution, NMNH, Department of Invertebrate Zoology",10,5.42904080792814e-06,"derep","Any location",0.9992057313298
"United States National Museum",10,5.42904080792814e-06,"derep","Any location",0.999211160370608
"University of Kentucky",10,5.42904080792814e-06,"derep","Any location",0.999216589411416
"University of Wyoming",10,5.42904080792814e-06,"derep","Any location",0.999222018452224
"Chinese Academy of Sciences, Institute of Apiculture",9,4.88613672713532e-06,"derep","Any location",0.999226904588951
"Consiglio Per La Ricerca E La Sperimentazione In Agricoltura",9,4.88613672713532e-06,"derep","Any location",0.999231790725678
"Consiglio per la Ricerca in Agricoltura e l'analisi dell'economia agraria",9,4.88613672713532e-06,"derep","Any location",0.999236676862405
"Cornell University",9,4.88613672713532e-06,"derep","Any location",0.999241562999132
"Department of Agriculture, Thailand",9,4.88613672713532e-06,"derep","Any location",0.99924644913586
"Institut National de la Recherche Agronomique, Paris",9,4.88613672713532e-06,"derep","Any location",0.999251335272587
"Institute of Fisheries and Aquaculture, Varna",9,4.88613672713532e-06,"derep","Any location",0.999256221409314
"Instituto de Investigacao das Pescas e do Mar",9,4.88613672713532e-06,"derep","Any location",0.999261107546041
"Korean National Arboretum",9,4.88613672713532e-06,"derep","Any location",0.999265993682768
"Research Collection of Bengt A. Bengtsson",9,4.88613672713532e-06,"derep","Any location",0.999270879819495
"Research Collection of John Peacock",9,4.88613672713532e-06,"derep","Any location",0.999275765956222
"Research Collection of Leif Aarvik",9,4.88613672713532e-06,"derep","Any location",0.999280652092949
"Research Collection of Royce Steeves",9,4.88613672713532e-06,"derep","Any location",0.999285538229677
"Shandong Normal University",9,4.88613672713532e-06,"derep","Any location",0.999290424366404
"The Maharaja Sayajirao University of Baroda",9,4.88613672713532e-06,"derep","Any location",0.999295310503131
"Universitat Hamburg, Biocenter Grindel & Zoological Museum",9,4.88613672713532e-06,"derep","Any location",0.999300196639858
"University of Copenhagen, Natural History Museum of Denmark",9,4.88613672713532e-06,"derep","Any location",0.999305082776585
"University of Illinois, Chicago",9,4.88613672713532e-06,"derep","Any location",0.999309968913312
"Western Australian Museum",9,4.88613672713532e-06,"derep","Any location",0.999314855050039
"Zhongshan Entry-Exit Inspection and Quarantine Bureau",9,4.88613672713532e-06,"derep","Any location",0.999319741186767
"Cumberland Gap National Historical Park",8,4.34323264634251e-06,"derep","Any location",0.999324084419413
"Indiana University of Pennsylvania",8,4.34323264634251e-06,"derep","Any location",0.999328427652059
"KU Leuven",8,4.34323264634251e-06,"derep","Any location",0.999332770884706
"Museo Civico di Storia Naturale, Verona",8,4.34323264634251e-06,"derep","Any location",0.999337114117352
"Osaka Prefecture University, Entomological Laboratory",8,4.34323264634251e-06,"derep","Any location",0.999341457349998
"Pennsylvania State Department of Agriculture",8,4.34323264634251e-06,"derep","Any location",0.999345800582645
"Pontificia Universidad Catolica del Ecuador, Museo de Zoologia",8,4.34323264634251e-06,"derep","Any location",0.999350143815291
"Research Collection of Andreas Werno",8,4.34323264634251e-06,"derep","Any location",0.999354487047937
"Research Collection of G. Sirloucomb",8,4.34323264634251e-06,"derep","Any location",0.999358830280584
"Research Collection of Gerrit Tuinstra",8,4.34323264634251e-06,"derep","Any location",0.99936317351323
"Research Collection of Ian Simms",8,4.34323264634251e-06,"derep","Any location",0.999367516745876
"Research Collection of Knud Larsen",8,4.34323264634251e-06,"derep","Any location",0.999371859978523
"Research Collection of Lincoln Best",8,4.34323264634251e-06,"derep","Any location",0.999376203211169
"Research Collection of Omar Cao Nuoro Sardinia",8,4.34323264634251e-06,"derep","Any location",0.999380546443815
"Research Collection of Zacariah Billingham",8,4.34323264634251e-06,"derep","Any location",0.999384889676462
"Universidad Tecnica Particular de Loja",8,4.34323264634251e-06,"derep","Any location",0.999389232909108
"Universidade de Lisboa, Museu Bocage",8,4.34323264634251e-06,"derep","Any location",0.999393576141754
"University of Bergen, Zoological Museum",8,4.34323264634251e-06,"derep","Any location",0.999397919374401
"University of Queensland",8,4.34323264634251e-06,"derep","Any location",0.999402262607047
"Ataturk University, Entomological Museum",7,3.8003285655497e-06,"derep","Any location",0.999406062935613
"Centro di Ricerca per l'Agrobiologia e la Pedologia",7,3.8003285655497e-06,"derep","Any location",0.999409863264178
"Griffith University",7,3.8003285655497e-06,"derep","Any location",0.999413663592744
"Kenya Agricultural Research Institute",7,3.8003285655497e-06,"derep","Any location",0.999417463921309
"National Agriculture and Food Research Organization, Institute for Agro-Environmental Sciences",7,3.8003285655497e-06,"derep","Any location",0.999421264249875
"Northwest A&F University",7,3.8003285655497e-06,"derep","Any location",0.99942506457844
"Nova Scotia Museum",7,3.8003285655497e-06,"derep","Any location",0.999428864907006
"Ocean Genome Legacy",7,3.8003285655497e-06,"derep","Any location",0.999432665235572
"Research Collection of Andreas Bergmann",7,3.8003285655497e-06,"derep","Any location",0.999436465564137
"Research Collection of Benoit Dodelin",7,3.8003285655497e-06,"derep","Any location",0.999440265892703
"Research Collection of David A. Lane",7,3.8003285655497e-06,"derep","Any location",0.999444066221268
"Research Collection of F. Cuypers",7,3.8003285655497e-06,"derep","Any location",0.999447866549834
"Research Collection of Greg Daniel",7,3.8003285655497e-06,"derep","Any location",0.999451666878399
"Research Collection of Heinz Fischer",7,3.8003285655497e-06,"derep","Any location",0.999455467206965
"Research Collection of Lars Kuehne",7,3.8003285655497e-06,"derep","Any location",0.99945926753553
"Research Collection of Luke M. Jacobus",7,3.8003285655497e-06,"derep","Any location",0.999463067864096
"Research Collection of Maria Balyaeva",7,3.8003285655497e-06,"derep","Any location",0.999466868192661
"Research Collection of Rifat Raina",7,3.8003285655497e-06,"derep","Any location",0.999470668521227
"Research Collection of Tomas Mustelin",7,3.8003285655497e-06,"derep","Any location",0.999474468849793
"Research Collection of Vadim Krutov",7,3.8003285655497e-06,"derep","Any location",0.999478269178358
"Royal Military College of Canada, Environmental Sciences Group",7,3.8003285655497e-06,"derep","Any location",0.999482069506924
"Simon Fraser University, Burnaby",7,3.8003285655497e-06,"derep","Any location",0.999485869835489
"Slovenian Museum of Natural History",7,3.8003285655497e-06,"derep","Any location",0.999489670164055
"University of Puerto Rico at Mayaguez",7,3.8003285655497e-06,"derep","Any location",0.99949347049262
"Utah State University",7,3.8003285655497e-06,"derep","Any location",0.999497270821186
"Zoological Survey of India",7,3.8003285655497e-06,"derep","Any location",0.999501071149751
"American Type Culture Collection",6,3.25742448475688e-06,"derep","Any location",0.999504328574236
"Charles University in Prague",6,3.25742448475688e-06,"derep","Any location",0.999507585998721
"Elizabeth Macarthur Agricultural Institute",6,3.25742448475688e-06,"derep","Any location",0.999510843423206
"Entomological Collection of the Korea National Arboretum",6,3.25742448475688e-06,"derep","Any location",0.99951410084769
"ETH Zurich, Entomological Collection",6,3.25742448475688e-06,"derep","Any location",0.999517358272175
"Institute of Biological Problems of the North",6,3.25742448475688e-06,"derep","Any location",0.99952061569666
"Institute of Marine Research, Center for Ecological Modelation",6,3.25742448475688e-06,"derep","Any location",0.999523873121145
"Museum fuer Naturkunde und Vorgeschichte",6,3.25742448475688e-06,"derep","Any location",0.999527130545629
"Naturkundemuseum Erfurt",6,3.25742448475688e-06,"derep","Any location",0.999530387970114
"Polytechnic Institute of Braganca",6,3.25742448475688e-06,"derep","Any location",0.999533645394599
"Research Collection of Dejan Stojanovic",6,3.25742448475688e-06,"derep","Any location",0.999536902819084
"Research Collection of E. Kuzmin",6,3.25742448475688e-06,"derep","Any location",0.999540160243569
"Research Collection of Edgardo Bertaccini",6,3.25742448475688e-06,"derep","Any location",0.999543417668053
"Research Collection of James A. Tuttle",6,3.25742448475688e-06,"derep","Any location",0.999546675092538
"Research Collection of Josef Mooser",6,3.25742448475688e-06,"derep","Any location",0.999549932517023
"Research Collection of K. Spatenka",6,3.25742448475688e-06,"derep","Any location",0.999553189941507
"Research Collection of Manfred Stroehle",6,3.25742448475688e-06,"derep","Any location",0.999556447365992
"Research Collection of Marta Skowron",6,3.25742448475688e-06,"derep","Any location",0.999559704790477
"Research Collection of Peter Jakubek",6,3.25742448475688e-06,"derep","Any location",0.999562962214962
"Research Collection of Pierre Rasmont",6,3.25742448475688e-06,"derep","Any location",0.999566219639446
"Research Collection of Rudi Seliger",6,3.25742448475688e-06,"derep","Any location",0.999569477063931
"Research Collection of Rudolf Bryner",6,3.25742448475688e-06,"derep","Any location",0.999572734488416
"Research Collection of Rudolf Tannert",6,3.25742448475688e-06,"derep","Any location",0.999575991912901
"Research Collection of Sampsa Malmberg",6,3.25742448475688e-06,"derep","Any location",0.999579249337386
"Research Collection of Wolfgang Wittland",6,3.25742448475688e-06,"derep","Any location",0.99958250676187
"Taurida National V.I.Vernadsky University",6,3.25742448475688e-06,"derep","Any location",0.999585764186355
"Universidad de Cuenca",6,3.25742448475688e-06,"derep","Any location",0.99958902161084
"Universidade Nova de Lisboa, Instituto do Mar",6,3.25742448475688e-06,"derep","Any location",0.999592279035325
"University of Colorado, Museum of Natural History",6,3.25742448475688e-06,"derep","Any location",0.999595536459809
"University of Peradeniya",6,3.25742448475688e-06,"derep","Any location",0.999598793884294
"USGS Great Lakes Science Center",6,3.25742448475688e-06,"derep","Any location",0.999602051308779
"Australian Antarctic Division",5,2.71452040396407e-06,"derep","Any location",0.999604765829183
"Bee Biology and Systematics Laboratory, Logan, Utah",5,2.71452040396407e-06,"derep","Any location",0.999607480349587
"Big South Fork National River and Recreation Area",5,2.71452040396407e-06,"derep","Any location",0.999610194869991
"Brigham Young University",5,2.71452040396407e-06,"derep","Any location",0.999612909390395
"CIRAD, La Reunion",5,2.71452040396407e-06,"derep","Any location",0.999615623910799
"Forillon National Park",5,2.71452040396407e-06,"derep","Any location",0.999618338431203
"Guilford Courthouse National Military Park",5,2.71452040396407e-06,"derep","Any location",0.999621052951607
"Huntsman Marine Science Centre",5,2.71452040396407e-06,"derep","Any location",0.999623767472011
"Institut National Agronomique de Tunisie",5,2.71452040396407e-06,"derep","Any location",0.999626481992415
"Instituto Portugues do Mar e da Atmosfera",5,2.71452040396407e-06,"derep","Any location",0.999629196512818
"Kings Mountain National Military Park",5,2.71452040396407e-06,"derep","Any location",0.999631911033222
"National Agricultural Research Centre, National Insect Museum, Islamabad",5,2.71452040396407e-06,"derep","Any location",0.999634625553626
"National Institute for Research in Rural Water and Forestry Engineering",5,2.71452040396407e-06,"derep","Any location",0.99963734007403
"Natural History Museum Aarhus",5,2.71452040396407e-06,"derep","Any location",0.999640054594434
"North Carolina State University, Centennial Campus",5,2.71452040396407e-06,"derep","Any location",0.999642769114838
"Research Collection of Christof Zeller",5,2.71452040396407e-06,"derep","Any location",0.999645483635242
"Research Collection of Dirk Stadie",5,2.71452040396407e-06,"derep","Any location",0.999648198155646
"Research Collection of Duke Knoop",5,2.71452040396407e-06,"derep","Any location",0.99965091267605
"Research Collection of Hartmut Rietz",5,2.71452040396407e-06,"derep","Any location",0.999653627196454
"Research Collection of J. R. Wiker",5,2.71452040396407e-06,"derep","Any location",0.999656341716858
"Research Collection of Jury Bezverkhov",5,2.71452040396407e-06,"derep","Any location",0.999659056237262
"Research Collection of Katsumi Ishizuka",5,2.71452040396407e-06,"derep","Any location",0.999661770757666
"Research Collection of Lorenzo Furlan",5,2.71452040396407e-06,"derep","Any location",0.99966448527807
"Research Collection of Michael Fibiger",5,2.71452040396407e-06,"derep","Any location",0.999667199798474
"Research Collection of Patrick Gros",5,2.71452040396407e-06,"derep","Any location",0.999669914318878
"Research Collection of Pierre Schmit",5,2.71452040396407e-06,"derep","Any location",0.999672628839282
"Research Collection of T. Harrison",5,2.71452040396407e-06,"derep","Any location",0.999675343359686
"Research Collection of Wolfgang Stark",5,2.71452040396407e-06,"derep","Any location",0.99967805788009
"Southern China DNA Barcoding Center",5,2.71452040396407e-06,"derep","Any location",0.999680772400494
"The University of Manchester, Manchester Museum",5,2.71452040396407e-06,"derep","Any location",0.999683486920898
"Tromso University Museum",5,2.71452040396407e-06,"derep","Any location",0.999686201441302
"Unita di Ricerca per la Selvicoltura in Ambiente Mediterraneo",5,2.71452040396407e-06,"derep","Any location",0.999688915961706
"Universidad de Colima, Coleccion Entomologica",5,2.71452040396407e-06,"derep","Any location",0.99969163048211
"University of Oslo, Natural History Museum, Insect Collection",5,2.71452040396407e-06,"derep","Any location",0.999694345002514
"University of Oulu, Zoological Museum",5,2.71452040396407e-06,"derep","Any location",0.999697059522918
"University of Queensland Insect Collection",5,2.71452040396407e-06,"derep","Any location",0.999699774043322
"Woods Hole Oceanographic Institution",5,2.71452040396407e-06,"derep","Any location",0.999702488563726
"Auburn University Entomology Museum",4,2.17161632317125e-06,"derep","Any location",0.999704660180049
"Florida State Collection of Arthropods",4,2.17161632317125e-06,"derep","Any location",0.999706831796372
"Hungarian Natural History Museum",4,2.17161632317125e-06,"derep","Any location",0.999709003412695
"Indian Agricultural Research Institute",4,2.17161632317125e-06,"derep","Any location",0.999711175029018
"Indonesian Institute of Sciences, Research Center for Biology, Museum Zoologicum Bogoriense",4,2.17161632317125e-06,"derep","Any location",0.999713346645341
"National Sun Yat-Sen University, Dept of Biological Sciences",4,2.17161632317125e-06,"derep","Any location",0.999715518261664
"New Guinea Binatang Research Center",4,2.17161632317125e-06,"derep","Any location",0.999717689877988
"Northern Arizona University",4,2.17161632317125e-06,"derep","Any location",0.999719861494311
"Plant Protection Research Institute, Pretoria, South Africa",4,2.17161632317125e-06,"derep","Any location",0.999722033110634
"Queen Sirikit Botanical Gardens",4,2.17161632317125e-06,"derep","Any location",0.999724204726957
"Research Collection of Alan Wormington",4,2.17161632317125e-06,"derep","Any location",0.99972637634328
"Research Collection of Andreas Stuebner",4,2.17161632317125e-06,"derep","Any location",0.999728547959604
"Research Collection of Bojan Zlatkov",4,2.17161632317125e-06,"derep","Any location",0.999730719575927
"Research Collection of Christian Zehentner",4,2.17161632317125e-06,"derep","Any location",0.99973289119225
"Research Collection of Darryl Willis",4,2.17161632317125e-06,"derep","Any location",0.999735062808573
"Research Collection of David Lane",4,2.17161632317125e-06,"derep","Any location",0.999737234424896
"Research Collection of David Webster",4,2.17161632317125e-06,"derep","Any location",0.999739406041219
"Research Collection of G. Pohl",4,2.17161632317125e-06,"derep","Any location",0.999741577657543
"Research Collection of Gilles Faravel",4,2.17161632317125e-06,"derep","Any location",0.999743749273866
"Research Collection of Herman",4,2.17161632317125e-06,"derep","Any location",0.999745920890189
"Research Collection of J. Heppner",4,2.17161632317125e-06,"derep","Any location",0.999748092506512
"Research Collection of Jerome Barbut",4,2.17161632317125e-06,"derep","Any location",0.999750264122835
"Research Collection of Jukka Salmela",4,2.17161632317125e-06,"derep","Any location",0.999752435739159
"Research Collection of Lars Crabo",4,2.17161632317125e-06,"derep","Any location",0.999754607355482
"Research Collection of Mauro Gianti",4,2.17161632317125e-06,"derep","Any location",0.999756778971805
"Research Collection of Petri Hirvonen",4,2.17161632317125e-06,"derep","Any location",0.999758950588128
"Research Collection of Robert Hanner",4,2.17161632317125e-06,"derep","Any location",0.999761122204451
"Research Collection of Rune Christensen",4,2.17161632317125e-06,"derep","Any location",0.999763293820774
"Research Collection of Samuel G. Pinna",4,2.17161632317125e-06,"derep","Any location",0.999765465437097
"Research Collection of Stewart B. Peck",4,2.17161632317125e-06,"derep","Any location",0.999767637053421
"Research Collection of Timm Karisch",4,2.17161632317125e-06,"derep","Any location",0.999769808669744
"Towson University, Entomological Collection",4,2.17161632317125e-06,"derep","Any location",0.999771980286067
"Universidad de Bogota Jorge Tadeo Lozano",4,2.17161632317125e-06,"derep","Any location",0.99977415190239
"Universidad Nacional de Colombia",4,2.17161632317125e-06,"derep","Any location",0.999776323518713
"University of Chittagong",4,2.17161632317125e-06,"derep","Any location",0.999778495135036
"Berhampur University",3,1.62871224237844e-06,"derep","Any location",0.999780123847279
"California Department for Food and Agriculture",3,1.62871224237844e-06,"derep","Any location",0.999781752559521
"Canadian Centre for DNA Barcoding",3,1.62871224237844e-06,"derep","Any location",0.999783381271764
"Estonian Museum of Natural History",3,1.62871224237844e-06,"derep","Any location",0.999785009984006
"Institute of Cytology and Genetics, Russia",3,1.62871224237844e-06,"derep","Any location",0.999786638696248
"National Museum of Natural History, Prague",3,1.62871224237844e-06,"derep","Any location",0.999788267408491
"Nova Scotia Agricultural College",3,1.62871224237844e-06,"derep","Any location",0.999789896120733
"Research Collection of Aistleitner",3,1.62871224237844e-06,"derep","Any location",0.999791524832976
"Research Collection of Andrey Bezborodkin",3,1.62871224237844e-06,"derep","Any location",0.999793153545218
"Research Collection of Benjamin Wiesmair",3,1.62871224237844e-06,"derep","Any location",0.99979478225746
"Research Collection of Eric Drouet",3,1.62871224237844e-06,"derep","Any location",0.999796410969703
"Research Collection of Frederic Billi",3,1.62871224237844e-06,"derep","Any location",0.999798039681945
"Research Collection of Henri Hoppe",3,1.62871224237844e-06,"derep","Any location",0.999799668394187
"Research Collection of Herbert Seelaus",3,1.62871224237844e-06,"derep","Any location",0.99980129710643
"Research Collection of Horst Kach",3,1.62871224237844e-06,"derep","Any location",0.999802925818672
"Research Collection of Iiro Kakko",3,1.62871224237844e-06,"derep","Any location",0.999804554530915
"Research Collection of Ilpo Rutanen",3,1.62871224237844e-06,"derep","Any location",0.999806183243157
"Research Collection of Jason Hall",3,1.62871224237844e-06,"derep","Any location",0.999807811955399
"Research Collection of Jeff Slotten",3,1.62871224237844e-06,"derep","Any location",0.999809440667642
"Research Collection of Joao Lima",3,1.62871224237844e-06,"derep","Any location",0.999811069379884
"Research Collection of L. Jolicoeur",3,1.62871224237844e-06,"derep","Any location",0.999812698092126
"Research Collection of Martin Corley",3,1.62871224237844e-06,"derep","Any location",0.999814326804369
"Research Collection of Michael Weidlich",3,1.62871224237844e-06,"derep","Any location",0.999815955516611
"Research Collection of Murat Aytekin",3,1.62871224237844e-06,"derep","Any location",0.999817584228854
"Research Collection of Pierre Tripotin",3,1.62871224237844e-06,"derep","Any location",0.999819212941096
"Research Collection of Ralf Fiebig",3,1.62871224237844e-06,"derep","Any location",0.999820841653338
"Research Collection of Steve Woodhall",3,1.62871224237844e-06,"derep","Any location",0.999822470365581
"Research Collection of T. S. Dickel",3,1.62871224237844e-06,"derep","Any location",0.999824099077823
"Research Collection of Talya D. Hackett",3,1.62871224237844e-06,"derep","Any location",0.999825727790066
"Research Collection of Teemu Klemetti",3,1.62871224237844e-06,"derep","Any location",0.999827356502308
"Research Collection of Vadim V. Zolotuhin",3,1.62871224237844e-06,"derep","Any location",0.99982898521455
"Research Collection of Willy Biesenbaum",3,1.62871224237844e-06,"derep","Any location",0.999830613926793
"Smithsonian Institution, National Museum of Natural History, BIOLAT",3,1.62871224237844e-06,"derep","Any location",0.999832242639035
"Sofia University, St. Kliment Ohridski",3,1.62871224237844e-06,"derep","Any location",0.999833871351277
"Tel Aviv University, Steinhardt Museum of Natural History",3,1.62871224237844e-06,"derep","Any location",0.99983550006352
"Universidad de Concepcion",3,1.62871224237844e-06,"derep","Any location",0.999837128775762
"Universidad de Panama, Museo de Invertebrados G.B. Fairchild",3,1.62871224237844e-06,"derep","Any location",0.999838757488005
"Universitat de Valencia",3,1.62871224237844e-06,"derep","Any location",0.999840386200247
"University of Arizona",3,1.62871224237844e-06,"derep","Any location",0.999842014912489
"University of California, Riverside",3,1.62871224237844e-06,"derep","Any location",0.999843643624732
"University of Guelph, Hanner Laboratory",3,1.62871224237844e-06,"derep","Any location",0.999845272336974
"University of Oklahoma, Biological Station",3,1.62871224237844e-06,"derep","Any location",0.999846901049216
"University of Roehampton",3,1.62871224237844e-06,"derep","Any location",0.999848529761459
"Walter Reed Biosystematics Unit",3,1.62871224237844e-06,"derep","Any location",0.999850158473701
"Wildlife Institute of India",3,1.62871224237844e-06,"derep","Any location",0.999851787185944
"Yangzhou University",3,1.62871224237844e-06,"derep","Any location",0.999853415898186
"York University",3,1.62871224237844e-06,"derep","Any location",0.999855044610428
"Academy of Natural Sciences, Philadelphia",2,1.08580816158563e-06,"derep","Any location",0.99985613041859
"Academy of Sciences of the Czech Republic",2,1.08580816158563e-06,"derep","Any location",0.999857216226751
"AllDtec",2,1.08580816158563e-06,"derep","Any location",0.999858302034913
"Barcode of Life Data Systems",2,1.08580816158563e-06,"derep","Any location",0.999859387843075
"Baylor College of Medicine",2,1.08580816158563e-06,"derep","Any location",0.999860473651236
"Broad Institute of MIT and Harvard",2,1.08580816158563e-06,"derep","Any location",0.999861559459398
"Colorado State University, Dept. of Bioagri. Sci. and Pest Management",2,1.08580816158563e-06,"derep","Any location",0.999862645267559
"Commonwealth Scientific and Industrial Research Organisation",2,1.08580816158563e-06,"derep","Any location",0.999863731075721
"Connecticut State Museum of Natural History",2,1.08580816158563e-06,"derep","Any location",0.999864816883883
"Escuela Politecnica Nacional, Museo de Historia Natural",2,1.08580816158563e-06,"derep","Any location",0.999865902692044
"Estonian Institute of Zoology and Botany",2,1.08580816158563e-06,"derep","Any location",0.999866988500206
"Finger Lakes Community College",2,1.08580816158563e-06,"derep","Any location",0.999868074308367
"Gdansk University",2,1.08580816158563e-06,"derep","Any location",0.999869160116529
"Government of Australia, Department of Agriculture and Water Resources, Melbourne",2,1.08580816158563e-06,"derep","Any location",0.999870245924691
"Great Smoky Mountains National Park",2,1.08580816158563e-06,"derep","Any location",0.999871331732852
"Hazara University",2,1.08580816158563e-06,"derep","Any location",0.999872417541014
"Hebert Lab Collection",2,1.08580816158563e-06,"derep","Any location",0.999873503349175
"Institut Pasteur de la Guyane",2,1.08580816158563e-06,"derep","Any location",0.999874589157337
"J. Craig Venter Institute",2,1.08580816158563e-06,"derep","Any location",0.999875674965498
"King Saud University, Museum of Arthropods",2,1.08580816158563e-06,"derep","Any location",0.99987676077366
"Lithuanian University of Educational Sciences",2,1.08580816158563e-06,"derep","Any location",0.999877846581822
"Martin Luther University of Halle-Wittenberg, Zoological Institute",2,1.08580816158563e-06,"derep","Any location",0.999878932389983
"Milwaukee Public Museum",2,1.08580816158563e-06,"derep","Any location",0.999880018198145
"Mississippi State University, Entomological Collection",2,1.08580816158563e-06,"derep","Any location",0.999881104006306
"Moscow State University, Department of Vertebrate Zoology",2,1.08580816158563e-06,"derep","Any location",0.999882189814468
"Musee National d'histoire Naturelle Luxembourg",2,1.08580816158563e-06,"derep","Any location",0.99988327562263
"National Research Council, Italy, Institute for Plant Protection",2,1.08580816158563e-06,"derep","Any location",0.999884361430791
"Natural History Museum of Central Finland",2,1.08580816158563e-06,"derep","Any location",0.999885447238953
"Nazife Tuatay Plant Protection Museum",2,1.08580816158563e-06,"derep","Any location",0.999886533047114
"Norwegian Institute for Water Research",2,1.08580816158563e-06,"derep","Any location",0.999887618855276
"Phyletisches Museum Jena",2,1.08580816158563e-06,"derep","Any location",0.999888704663437
"Private Collection of David L.Wagner",2,1.08580816158563e-06,"derep","Any location",0.999889790471599
"Queensland Government, Dept. of Primary Industries and Fisheries",2,1.08580816158563e-06,"derep","Any location",0.999890876279761
"Research Collection of Albert Legrain",2,1.08580816158563e-06,"derep","Any location",0.999891962087922
"Research Collection of Andreas Kopp",2,1.08580816158563e-06,"derep","Any location",0.999893047896084
"Research Collection of David Wikle",2,1.08580816158563e-06,"derep","Any location",0.999894133704245
"Research Collection of Donald Quicke",2,1.08580816158563e-06,"derep","Any location",0.999895219512407
"Research Collection of Emmanuel Mace",2,1.08580816158563e-06,"derep","Any location",0.999896305320569
"Research Collection of Felix A. H. Sperling",2,1.08580816158563e-06,"derep","Any location",0.99989739112873
"Research Collection of H. Vargas",2,1.08580816158563e-06,"derep","Any location",0.999898476936892
"Research Collection of J. Baixeras",2,1.08580816158563e-06,"derep","Any location",0.999899562745053
"Research Collection of J. Marek",2,1.08580816158563e-06,"derep","Any location",0.999900648553215
"Research Collection of J. Sumpich",2,1.08580816158563e-06,"derep","Any location",0.999901734361377
"Research Collection of Joachim Viehmann",2,1.08580816158563e-06,"derep","Any location",0.999902820169538
"Research Collection of K. Silvonen",2,1.08580816158563e-06,"derep","Any location",0.9999039059777
"Research Collection of Kari Tahvanainen",2,1.08580816158563e-06,"derep","Any location",0.999904991785861
"Research Collection of Ken Stead",2,1.08580816158563e-06,"derep","Any location",0.999906077594023
"Research Collection of Kurt Lechner",2,1.08580816158563e-06,"derep","Any location",0.999907163402184
"Research Collection of Kyle Johnson",2,1.08580816158563e-06,"derep","Any location",0.999908249210346
"Research Collection of Leo Sippola",2,1.08580816158563e-06,"derep","Any location",0.999909335018508
"Research Collection of Michael Leipnitz",2,1.08580816158563e-06,"derep","Any location",0.999910420826669
"Research Collection of Michael Sharkey",2,1.08580816158563e-06,"derep","Any location",0.999911506634831
"Research Collection of Pekka Majuri",2,1.08580816158563e-06,"derep","Any location",0.999912592442992
"Research Collection of Prohaska",2,1.08580816158563e-06,"derep","Any location",0.999913678251154
"Research Collection of R. J. Heckford",2,1.08580816158563e-06,"derep","Any location",0.999914764059315
"Research Collection of R. Oswald",2,1.08580816158563e-06,"derep","Any location",0.999915849867477
"Research Collection of Stoyan Beshkov",2,1.08580816158563e-06,"derep","Any location",0.999916935675639
"Research Collection of Theo C. Garrevoet",2,1.08580816158563e-06,"derep","Any location",0.9999180214838
"Research Collection of Thierry Varenne",2,1.08580816158563e-06,"derep","Any location",0.999919107291962
"Research Collection of Willibald Schmitz",2,1.08580816158563e-06,"derep","Any location",0.999920193100123
"Seoul National University",2,1.08580816158563e-06,"derep","Any location",0.999921278908285
"Ulyanovsk State Pedagogical University",2,1.08580816158563e-06,"derep","Any location",0.999922364716447
"United States Department of Agriculture, Bee Biology and Systematics Lab",2,1.08580816158563e-06,"derep","Any location",0.999923450524608
"Universidad Autonoma de Chiapas",2,1.08580816158563e-06,"derep","Any location",0.99992453633277
"University Kiev, Zoological Museum",2,1.08580816158563e-06,"derep","Any location",0.999925622140931
"University of Hawaii at Hilo",2,1.08580816158563e-06,"derep","Any location",0.999926707949093
"University of Tennessee, Insect Collection",2,1.08580816158563e-06,"derep","Any location",0.999927793757254
"University of Valle, Entomological Museum",2,1.08580816158563e-06,"derep","Any location",0.999928879565416
"Wayne State University, School of Medicine",2,1.08580816158563e-06,"derep","Any location",0.999929965373578
"Wright State University",2,1.08580816158563e-06,"derep","Any location",0.999931051181739
