SeqID,SampleType,NewDate,Library,bioproject_accession,organism,env_broad_scale,env_local_scale,env_medium,host,lat_lon,taxonomy,isolate,catsite
negoro40D04,ncontrol,not applicable,libD,PRJNA518082,not collected,not collected,not applicable,not applicable,not collected,not applicable,feces metagenome,negoro40D04,not applicable
negoro40E05,ncontrol,not applicable,libD,PRJNA518082,not collected,not collected,not applicable,not applicable,not collected,not applicable,feces metagenome,negoro40E05,not applicable
negoro40F06,ncontrol,not applicable,libD,PRJNA518082,not collected,not collected,not applicable,not applicable,not collected,not applicable,feces metagenome,negoro40F06,not applicable
negoro40G07,ncontrol,not applicable,libD,PRJNA518082,not collected,not collected,not applicable,not applicable,not collected,not applicable,feces metagenome,negoro40G07,not applicable
negoro40H08,ncontrol,not applicable,libD,PRJNA518082,not collected,not collected,not applicable,not applicable,not collected,not applicable,feces metagenome,negoro40H08,not applicable
negoro40H09,ncontrol,not applicable,libD,PRJNA518082,not collected,not collected,not applicable,not applicable,not collected,not applicable,feces metagenome,negoro40H09,not applicable
negoro40H10,ncontrol,not applicable,libD,PRJNA518082,not collected,not collected,not applicable,not applicable,not collected,not applicable,feces metagenome,negoro40H10,not applicable
negoro40H11,ncontrol,not applicable,libD,PRJNA518082,not collected,not collected,not applicable,not applicable,not collected,not applicable,feces metagenome,negoro40H11,not applicable
oro164234,sample,2016-09-03,libD,PRJNA518082,not collected,not collected,not applicable,not applicable,not collected,not applicable,feces metagenome,oro164234,USA: Chichester NH
oro164235,sample,2016-09-03,libD,PRJNA518082,not collected,not collected,not applicable,not applicable,not collected,not applicable,feces metagenome,oro164235,USA: Chichester NH
oro164236,sample,2016-09-03,libD,PRJNA518082,not collected,not collected,not applicable,not applicable,not collected,not applicable,feces metagenome,oro164236,USA: Chichester NH
oro164239,sample,2016-09-03,libD,PRJNA518082,not collected,not collected,not applicable,not applicable,not collected,not applicable,feces metagenome,oro164239,USA: Chichester NH
oro164240,sample,2016-09-03,libD,PRJNA518082,not collected,not collected,not applicable,not applicable,not collected,not applicable,feces metagenome,oro164240,USA: Chichester NH
oro164241,sample,2016-09-03,libD,PRJNA518082,not collected,not collected,not applicable,not applicable,not collected,not applicable,feces metagenome,oro164241,USA: Chichester NH
oro164242,sample,2016-09-03,libD,PRJNA518082,not collected,not collected,not applicable,not applicable,not collected,not applicable,feces metagenome,oro164242,USA: Chichester NH
oro164243,sample,2016-09-03,libD,PRJNA518082,not collected,not collected,not applicable,not applicable,not collected,not applicable,feces metagenome,oro164243,USA: Chichester NH
oro164244,sample,2016-09-03,libD,PRJNA518082,not collected,not collected,not applicable,not applicable,not collected,not applicable,feces metagenome,oro164244,USA: Chichester NH
oro164245,sample,2016-09-03,libD,PRJNA518082,not collected,not collected,not applicable,not applicable,not collected,not applicable,feces metagenome,oro164245,USA: Chichester NH
oro164246,sample,2016-09-13,libD,PRJNA518082,not collected,not collected,not applicable,not applicable,not collected,not applicable,feces metagenome,oro164246,USA: Chichester NH
oro164247,sample,2016-09-13,libD,PRJNA518082,not collected,not collected,not applicable,not applicable,not collected,not applicable,feces metagenome,oro164247,USA: Chichester NH
oro164248,sample,2016-09-13,libD,PRJNA518082,not collected,not collected,not applicable,not applicable,not collected,not applicable,feces metagenome,oro164248,USA: Chichester NH
oro164250,sample,2016-09-13,libD,PRJNA518082,not collected,not collected,not applicable,not applicable,not collected,not applicable,feces metagenome,oro164250,USA: Chichester NH
oro164251,sample,2016-09-13,libD,PRJNA518082,not collected,not collected,not applicable,not applicable,not collected,not applicable,feces metagenome,oro164251,USA: Chichester NH
oro164252,sample,2016-09-13,libD,PRJNA518082,not collected,not collected,not applicable,not applicable,not collected,not applicable,feces metagenome,oro164252,USA: Chichester NH
oro164253,sample,2016-09-13,libD,PRJNA518082,not collected,not collected,not applicable,not applicable,not collected,not applicable,feces metagenome,oro164253,USA: Chichester NH
oro164254,sample,2016-09-13,libD,PRJNA518082,not collected,not collected,not applicable,not applicable,not collected,not applicable,feces metagenome,oro164254,USA: Chichester NH
oro164255,sample,2016-09-13,libD,PRJNA518082,not collected,not collected,not applicable,not applicable,not collected,not applicable,feces metagenome,oro164255,USA: Chichester NH
oro164256,sample,2016-09-13,libD,PRJNA518082,not collected,not collected,not applicable,not applicable,not collected,not applicable,feces metagenome,oro164256,USA: Chichester NH
oro164257,sample,2016-09-13,libD,PRJNA518082,not collected,not collected,not applicable,not applicable,not collected,not applicable,feces metagenome,oro164257,USA: Chichester NH
oro164258,sample,2016-09-28,libD,PRJNA518082,not collected,not collected,not applicable,not applicable,not collected,not applicable,feces metagenome,oro164258,USA: Chichester NH
oro164259,sample,2016-09-28,libD,PRJNA518082,not collected,not collected,not applicable,not applicable,not collected,not applicable,feces metagenome,oro164259,USA: Chichester NH
oro164261,sample,2016-09-28,libD,PRJNA518082,not collected,not collected,not applicable,not applicable,not collected,not applicable,feces metagenome,oro164261,USA: Chichester NH
oro164262,sample,2016-09-28,libD,PRJNA518082,not collected,not collected,not applicable,not applicable,not collected,not applicable,feces metagenome,oro164262,USA: Chichester NH
oro164263,sample,2016-09-28,libD,PRJNA518082,not collected,not collected,not applicable,not applicable,not collected,not applicable,feces metagenome,oro164263,USA: Chichester NH
oro164264,sample,2016-09-28,libD,PRJNA518082,not collected,not collected,not applicable,not applicable,not collected,not applicable,feces metagenome,oro164264,USA: Chichester NH
oro164265,sample,2016-09-28,libD,PRJNA518082,not collected,not collected,not applicable,not applicable,not collected,not applicable,feces metagenome,oro164265,USA: Chichester NH
oro164266,sample,2016-09-28,libD,PRJNA518082,not collected,not collected,not applicable,not applicable,not collected,not applicable,feces metagenome,oro164266,USA: Chichester NH
oro164267,sample,2016-09-28,libD,PRJNA518082,not collected,not collected,not applicable,not applicable,not collected,not applicable,feces metagenome,oro164267,USA: Chichester NH
oro164268,sample,2016-09-28,libD,PRJNA518082,not collected,not collected,not applicable,not applicable,not collected,not applicable,feces metagenome,oro164268,USA: Chichester NH
oro164269,sample,2016-09-28,libD,PRJNA518082,not collected,not collected,not applicable,not applicable,not collected,not applicable,feces metagenome,oro164269,USA: Chichester NH
oro164270,sample,2016-10-05,libD,PRJNA518082,not collected,not collected,not applicable,not applicable,not collected,not applicable,feces metagenome,oro164270,USA: Chichester NH
oro164272,sample,2016-10-05,libD,PRJNA518082,not collected,not collected,not applicable,not applicable,not collected,not applicable,feces metagenome,oro164272,USA: Chichester NH
oro164273,sample,2016-10-05,libD,PRJNA518082,not collected,not collected,not applicable,not applicable,not collected,not applicable,feces metagenome,oro164273,USA: Chichester NH
oro164274,sample,2016-10-05,libD,PRJNA518082,not collected,not collected,not applicable,not applicable,not collected,not applicable,feces metagenome,oro164274,USA: Chichester NH
oro164275,sample,2016-10-05,libD,PRJNA518082,not collected,not collected,not applicable,not applicable,not collected,not applicable,feces metagenome,oro164275,USA: Chichester NH
oro164276,sample,2016-10-05,libD,PRJNA518082,not collected,not collected,not applicable,not applicable,not collected,not applicable,feces metagenome,oro164276,USA: Chichester NH
oro164277,sample,2016-10-05,libD,PRJNA518082,not collected,not collected,not applicable,not applicable,not collected,not applicable,feces metagenome,oro164277,USA: Chichester NH
oro164278,sample,2016-10-05,libD,PRJNA518082,not collected,not collected,not applicable,not applicable,not collected,not applicable,feces metagenome,oro164278,USA: Chichester NH
oro164279,sample,2016-10-05,libD,PRJNA518082,not collected,not collected,not applicable,not applicable,not collected,not applicable,feces metagenome,oro164279,USA: Chichester NH
oro164280,sample,2016-10-05,libD,PRJNA518082,not collected,not collected,not applicable,not applicable,not collected,not applicable,feces metagenome,oro164280,USA: Chichester NH
oro164281,sample,2016-10-05,libD,PRJNA518082,not collected,not collected,not applicable,not applicable,not collected,not applicable,feces metagenome,oro164281,USA: Chichester NH
oro164284,sample,2016-08-01,libC,PRJNA518082,not collected,not collected,not applicable,not applicable,not collected,not applicable,feces metagenome,oro164284,USA: Hopkinton NH
oro164285,sample,2016-08-01,libC,PRJNA518082,not collected,not collected,not applicable,not applicable,not collected,not applicable,feces metagenome,oro164285,USA: Hopkinton NH
oro164286,sample,2016-08-01,libC,PRJNA518082,not collected,not collected,not applicable,not applicable,not collected,not applicable,feces metagenome,oro164286,USA: Hopkinton NH
oro164287,sample,2016-08-01,libC,PRJNA518082,not collected,not collected,not applicable,not applicable,not collected,not applicable,feces metagenome,oro164287,USA: Hopkinton NH
oro164288,sample,2016-08-01,libC,PRJNA518082,not collected,not collected,not applicable,not applicable,not collected,not applicable,feces metagenome,oro164288,USA: Hopkinton NH
oro164289,sample,2016-08-01,libC,PRJNA518082,not collected,not collected,not applicable,not applicable,not collected,not applicable,feces metagenome,oro164289,USA: Hopkinton NH
oro164291,sample,2016-08-01,libC,PRJNA518082,not collected,not collected,not applicable,not applicable,not collected,not applicable,feces metagenome,oro164291,USA: Hopkinton NH
oro164294,sample,2016-08-01,libC,PRJNA518082,not collected,not collected,not applicable,not applicable,not collected,not applicable,feces metagenome,oro164294,USA: Hopkinton NH
oro164295,sample,2016-08-01,libC,PRJNA518082,not collected,not collected,not applicable,not applicable,not collected,not applicable,feces metagenome,oro164295,USA: Hopkinton NH
oro164296,sample,2016-08-07,libC,PRJNA518082,not collected,not collected,not applicable,not applicable,not collected,not applicable,feces metagenome,oro164296,USA: Hopkinton NH
oro164297,sample,2016-08-07,libC,PRJNA518082,not collected,not collected,not applicable,not applicable,not collected,not applicable,feces metagenome,oro164297,USA: Hopkinton NH
oro164299,sample,2016-08-07,libC,PRJNA518082,not collected,not collected,not applicable,not applicable,not collected,not applicable,feces metagenome,oro164299,USA: Hopkinton NH
oro164302,sample,2016-08-07,libC,PRJNA518082,not collected,not collected,not applicable,not applicable,not collected,not applicable,feces metagenome,oro164302,USA: Hopkinton NH
oro164303,sample,2016-08-07,libC,PRJNA518082,not collected,not collected,not applicable,not applicable,not collected,not applicable,feces metagenome,oro164303,USA: Hopkinton NH
oro164304,sample,2016-08-07,libC,PRJNA518082,not collected,not collected,not applicable,not applicable,not collected,not applicable,feces metagenome,oro164304,USA: Hopkinton NH
oro164305,sample,2016-08-07,libC,PRJNA518082,not collected,not collected,not applicable,not applicable,not collected,not applicable,feces metagenome,oro164305,USA: Hopkinton NH
oro164306,sample,2016-08-07,libC,PRJNA518082,not collected,not collected,not applicable,not applicable,not collected,not applicable,feces metagenome,oro164306,USA: Hopkinton NH
oro164307,sample,2016-08-07,libC,PRJNA518082,not collected,not collected,not applicable,not applicable,not collected,not applicable,feces metagenome,oro164307,USA: Hopkinton NH
oro164308,sample,2016-08-15,libC,PRJNA518082,not collected,not collected,not applicable,not applicable,not collected,not applicable,feces metagenome,oro164308,USA: Hopkinton NH
oro164310,sample,2016-08-15,libC,PRJNA518082,not collected,not collected,not applicable,not applicable,not collected,not applicable,feces metagenome,oro164310,USA: Hopkinton NH
oro164385,sample,2016-09-30,libD,PRJNA518082,not collected,not collected,not applicable,not applicable,not collected,not applicable,feces metagenome,oro164385,USA: Holderness NH
oro164386,sample,2016-09-30,libD,PRJNA518082,not collected,not collected,not applicable,not applicable,not collected,not applicable,feces metagenome,oro164386,USA: Holderness NH
oro164387,sample,2016-09-30,libD,PRJNA518082,not collected,not collected,not applicable,not applicable,not collected,not applicable,feces metagenome,oro164387,USA: Holderness NH
oro164388,sample,2016-10-06,libD,PRJNA518082,not collected,not collected,not applicable,not applicable,not collected,not applicable,feces metagenome,oro164388,USA: Holderness NH
oro164389,sample,2016-10-06,libD,PRJNA518082,not collected,not collected,not applicable,not applicable,not collected,not applicable,feces metagenome,oro164389,USA: Holderness NH
oro164390,sample,2016-10-06,libD,PRJNA518082,not collected,not collected,not applicable,not applicable,not collected,not applicable,feces metagenome,oro164390,USA: Holderness NH
oro164391,sample,2016-10-06,libD,PRJNA518082,not collected,not collected,not applicable,not applicable,not collected,not applicable,feces metagenome,oro164391,USA: Holderness NH
oro164392,sample,2016-10-06,libD,PRJNA518082,not collected,not collected,not applicable,not applicable,not collected,not applicable,feces metagenome,oro164392,USA: Holderness NH
oro164393,sample,2016-10-06,libD,PRJNA518082,not collected,not collected,not applicable,not applicable,not collected,not applicable,feces metagenome,oro164393,USA: Holderness NH
oro164394,sample,2016-10-06,libD,PRJNA518082,not collected,not collected,not applicable,not applicable,not collected,not applicable,feces metagenome,oro164394,USA: Holderness NH
negoro43B02,ncontrol,not applicable,libD,PRJNA518082,not collected,not collected,not applicable,not applicable,not collected,not applicable,feces metagenome,negoro43B02,not applicable
negoro43D04,ncontrol,not applicable,libD,PRJNA518082,not collected,not collected,not applicable,not applicable,not collected,not applicable,feces metagenome,negoro43D04,not applicable
negoro43F06,ncontrol,not applicable,libD,PRJNA518082,not collected,not collected,not applicable,not applicable,not collected,not applicable,feces metagenome,negoro43F06,not applicable
negoro43G07,ncontrol,not applicable,libD,PRJNA518082,not collected,not collected,not applicable,not applicable,not collected,not applicable,feces metagenome,negoro43G07,not applicable
oro164486,sample,2016-09-04,libC,PRJNA518082,not collected,not collected,not applicable,not applicable,not collected,not applicable,feces metagenome,oro164486,USA: Epsom NH
oro164488,sample,2016-09-04,libC,PRJNA518082,not collected,not collected,not applicable,not applicable,not collected,not applicable,feces metagenome,oro164488,USA: Epsom NH
oro164489,sample,2016-09-04,libC,PRJNA518082,not collected,not collected,not applicable,not applicable,not collected,not applicable,feces metagenome,oro164489,USA: Epsom NH
oro164490,sample,2016-09-04,libC,PRJNA518082,not collected,not collected,not applicable,not applicable,not collected,not applicable,feces metagenome,oro164490,USA: Epsom NH
oro164491,sample,2016-09-04,libC,PRJNA518082,not collected,not collected,not applicable,not applicable,not collected,not applicable,feces metagenome,oro164491,USA: Epsom NH
oro164492,sample,2016-09-04,libC,PRJNA518082,not collected,not collected,not applicable,not applicable,not collected,not applicable,feces metagenome,oro164492,USA: Epsom NH
oro164494,sample,2016-09-04,libC,PRJNA518082,not collected,not collected,not applicable,not applicable,not collected,not applicable,feces metagenome,oro164494,USA: Epsom NH
oro164495,sample,2016-09-04,libC,PRJNA518082,not collected,not collected,not applicable,not applicable,not collected,not applicable,feces metagenome,oro164495,USA: Epsom NH
oro164496,sample,2016-09-12,libC,PRJNA518082,not collected,not collected,not applicable,not applicable,not collected,not applicable,feces metagenome,oro164496,USA: Epsom NH
oro164497,sample,2016-09-12,libC,PRJNA518082,not collected,not collected,not applicable,not applicable,not collected,not applicable,feces metagenome,oro164497,USA: Epsom NH
oro164498,sample,2016-09-12,libC,PRJNA518082,not collected,not collected,not applicable,not applicable,not collected,not applicable,feces metagenome,oro164498,USA: Epsom NH
oro164499,sample,2016-09-12,libC,PRJNA518082,not collected,not collected,not applicable,not applicable,not collected,not applicable,feces metagenome,oro164499,USA: Epsom NH
oro164500,sample,2016-09-12,libC,PRJNA518082,not collected,not collected,not applicable,not applicable,not collected,not applicable,feces metagenome,oro164500,USA: Epsom NH
oro164501,sample,2016-09-12,libC,PRJNA518082,not collected,not collected,not applicable,not applicable,not collected,not applicable,feces metagenome,oro164501,USA: Epsom NH
oro164502,sample,2016-09-12,libC,PRJNA518082,not collected,not collected,not applicable,not applicable,not collected,not applicable,feces metagenome,oro164502,USA: Epsom NH
oro164503,sample,2016-09-12,libC,PRJNA518082,not collected,not collected,not applicable,not applicable,not collected,not applicable,feces metagenome,oro164503,USA: Epsom NH
oro164504,sample,2016-09-12,libC,PRJNA518082,not collected,not collected,not applicable,not applicable,not collected,not applicable,feces metagenome,oro164504,USA: Epsom NH
oro164505,sample,2016-09-12,libC,PRJNA518082,not collected,not collected,not applicable,not applicable,not collected,not applicable,feces metagenome,oro164505,USA: Epsom NH
oro164506,sample,2016-09-12,libC,PRJNA518082,not collected,not collected,not applicable,not applicable,not collected,not applicable,feces metagenome,oro164506,USA: Epsom NH
oro164507,sample,2016-09-12,libC,PRJNA518082,not collected,not collected,not applicable,not applicable,not collected,not applicable,feces metagenome,oro164507,USA: Epsom NH
oro164508,sample,2016-09-22,libC,PRJNA518082,not collected,not collected,not applicable,not applicable,not collected,not applicable,feces metagenome,oro164508,USA: Epsom NH
oro164509,sample,2016-09-22,libC,PRJNA518082,not collected,not collected,not applicable,not applicable,not collected,not applicable,feces metagenome,oro164509,USA: Epsom NH
oro164510,sample,2016-09-22,libC,PRJNA518082,not collected,not collected,not applicable,not applicable,not collected,not applicable,feces metagenome,oro164510,USA: Epsom NH
oro164511,sample,2016-09-22,libC,PRJNA518082,not collected,not collected,not applicable,not applicable,not collected,not applicable,feces metagenome,oro164511,USA: Epsom NH
oro164512,sample,2016-09-22,libC,PRJNA518082,not collected,not collected,not applicable,not applicable,not collected,not applicable,feces metagenome,oro164512,USA: Epsom NH
oro164513,sample,2016-09-22,libC,PRJNA518082,not collected,not collected,not applicable,not applicable,not collected,not applicable,feces metagenome,oro164513,USA: Epsom NH
oro164514,sample,2016-09-22,libC,PRJNA518082,not collected,not collected,not applicable,not applicable,not collected,not applicable,feces metagenome,oro164514,USA: Epsom NH
oro164515,sample,2016-09-22,libC,PRJNA518082,not collected,not collected,not applicable,not applicable,not collected,not applicable,feces metagenome,oro164515,USA: Epsom NH
oro164516,sample,2016-09-22,libC,PRJNA518082,not collected,not collected,not applicable,not applicable,not collected,not applicable,feces metagenome,oro164516,USA: Epsom NH
oro164517,sample,2016-09-22,libC,PRJNA518082,not collected,not collected,not applicable,not applicable,not collected,not applicable,feces metagenome,oro164517,USA: Epsom NH
oro164518,sample,2016-09-22,libC,PRJNA518082,not collected,not collected,not applicable,not applicable,not collected,not applicable,feces metagenome,oro164518,USA: Epsom NH
oro164519,sample,2016-09-22,libC,PRJNA518082,not collected,not collected,not applicable,not applicable,not collected,not applicable,feces metagenome,oro164519,USA: Epsom NH
oro164520,sample,2016-09-25,libC,PRJNA518082,not collected,not collected,not applicable,not applicable,not collected,not applicable,feces metagenome,oro164520,USA: Epsom NH
oro164521,sample,2016-09-25,libC,PRJNA518082,not collected,not collected,not applicable,not applicable,not collected,not applicable,feces metagenome,oro164521,USA: Epsom NH
oro164522,sample,2016-09-25,libC,PRJNA518082,not collected,not collected,not applicable,not applicable,not collected,not applicable,feces metagenome,oro164522,USA: Epsom NH
oro164523,sample,2016-09-25,libC,PRJNA518082,not collected,not collected,not applicable,not applicable,not collected,not applicable,feces metagenome,oro164523,USA: Epsom NH
oro164524,sample,2016-09-25,libC,PRJNA518082,not collected,not collected,not applicable,not applicable,not collected,not applicable,feces metagenome,oro164524,USA: Epsom NH
oro164525,sample,2016-09-25,libC,PRJNA518082,not collected,not collected,not applicable,not applicable,not collected,not applicable,feces metagenome,oro164525,USA: Epsom NH
oro164526,sample,2016-09-25,libC,PRJNA518082,not collected,not collected,not applicable,not applicable,not collected,not applicable,feces metagenome,oro164526,USA: Epsom NH
oro164527,sample,2016-09-25,libC,PRJNA518082,not collected,not collected,not applicable,not applicable,not collected,not applicable,feces metagenome,oro164527,USA: Epsom NH
oro164528,sample,2016-09-25,libC,PRJNA518082,not collected,not collected,not applicable,not applicable,not collected,not applicable,feces metagenome,oro164528,USA: Epsom NH
oro164529,sample,2016-09-25,libC,PRJNA518082,not collected,not collected,not applicable,not applicable,not collected,not applicable,feces metagenome,oro164529,USA: Epsom NH
oro164530,sample,2016-09-25,libC,PRJNA518082,not collected,not collected,not applicable,not applicable,not collected,not applicable,feces metagenome,oro164530,USA: Epsom NH
oro164531,sample,2016-09-25,libC,PRJNA518082,not collected,not collected,not applicable,not applicable,not collected,not applicable,feces metagenome,oro164531,USA: Epsom NH
negoro45A01,ncontrol,not applicable,libD,PRJNA518082,not collected,not collected,not applicable,not applicable,not collected,not applicable,feces metagenome,negoro45A01,not applicable
negoro45B02,ncontrol,not applicable,libD,PRJNA518082,not collected,not collected,not applicable,not applicable,not collected,not applicable,feces metagenome,negoro45B02,not applicable
negoro45C03,ncontrol,not applicable,libD,PRJNA518082,not collected,not collected,not applicable,not applicable,not collected,not applicable,feces metagenome,negoro45C03,not applicable
negoro45D04,ncontrol,not applicable,libD,PRJNA518082,not collected,not collected,not applicable,not applicable,not collected,not applicable,feces metagenome,negoro45D04,not applicable
negoro45E05,ncontrol,not applicable,libD,PRJNA518082,not collected,not collected,not applicable,not applicable,not collected,not applicable,feces metagenome,negoro45E05,not applicable
negbri45F06,ncontrol,not applicable,libD,PRJNA518082,not collected,not collected,not applicable,not applicable,not collected,not applicable,feces metagenome,negbri45F06,not applicable
negbri45G07,ncontrol,not applicable,libD,PRJNA518082,not collected,not collected,not applicable,not applicable,not collected,not applicable,feces metagenome,negbri45G07,not applicable
negbri45H08,ncontrol,not applicable,libD,PRJNA518082,not collected,not collected,not applicable,not applicable,not collected,not applicable,feces metagenome,negbri45H08,not applicable
oro169127,sample,2016-10-28,libD,PRJNA518082,not collected,not collected,not applicable,not applicable,not collected,not applicable,feces metagenome,oro169127,USA: Fox State Forest NH
oro169128,sample,2016-10-28,libD,PRJNA518082,not collected,not collected,not applicable,not applicable,not collected,not applicable,feces metagenome,oro169128,USA: Fox State Forest NH
oro169129,sample,2016-10-21,libD,PRJNA518082,not collected,not collected,not applicable,not applicable,not collected,not applicable,feces metagenome,oro169129,USA: Fox State Forest NH
oro169130,sample,2016-10-21,libD,PRJNA518082,not collected,not collected,not applicable,not applicable,not collected,not applicable,feces metagenome,oro169130,USA: Fox State Forest NH
oro169132,sample,2016-10-21,libD,PRJNA518082,not collected,not collected,not applicable,not applicable,not collected,not applicable,feces metagenome,oro169132,USA: Fox State Forest NH
oro169133,sample,2016-10-21,libD,PRJNA518082,not collected,not collected,not applicable,not applicable,not collected,not applicable,feces metagenome,oro169133,USA: Fox State Forest NH
oro169136,sample,2016-10-21,libD,PRJNA518082,not collected,not collected,not applicable,not applicable,not collected,not applicable,feces metagenome,oro169136,USA: Fox State Forest NH
oro169137,sample,2016-10-21,libD,PRJNA518082,not collected,not collected,not applicable,not applicable,not collected,not applicable,feces metagenome,oro169137,USA: Fox State Forest NH
oro169139,sample,2016-10-21,libD,PRJNA518082,not collected,not collected,not applicable,not applicable,not collected,not applicable,feces metagenome,oro169139,USA: Fox State Forest NH
oro169140,sample,2016-10-21,libD,PRJNA518082,not collected,not collected,not applicable,not applicable,not collected,not applicable,feces metagenome,oro169140,USA: Fox State Forest NH
oro169141,sample,2016-10-14,libD,PRJNA518082,not collected,not collected,not applicable,not applicable,not collected,not applicable,feces metagenome,oro169141,USA: Fox State Forest NH
oro169142,sample,2016-10-14,libD,PRJNA518082,not collected,not collected,not applicable,not applicable,not collected,not applicable,feces metagenome,oro169142,USA: Fox State Forest NH
oro169143,sample,2016-10-14,libD,PRJNA518082,not collected,not collected,not applicable,not applicable,not collected,not applicable,feces metagenome,oro169143,USA: Fox State Forest NH
oro169144,sample,2016-10-14,libD,PRJNA518082,not collected,not collected,not applicable,not applicable,not collected,not applicable,feces metagenome,oro169144,USA: Fox State Forest NH
oro169145,sample,2016-10-14,libD,PRJNA518082,not collected,not collected,not applicable,not applicable,not collected,not applicable,feces metagenome,oro169145,USA: Fox State Forest NH
oro169146,sample,2016-10-14,libD,PRJNA518082,not collected,not collected,not applicable,not applicable,not collected,not applicable,feces metagenome,oro169146,USA: Fox State Forest NH
oro169147,sample,2016-10-14,libD,PRJNA518082,not collected,not collected,not applicable,not applicable,not collected,not applicable,feces metagenome,oro169147,USA: Fox State Forest NH
oro169148,sample,2016-10-14,libD,PRJNA518082,not collected,not collected,not applicable,not applicable,not collected,not applicable,feces metagenome,oro169148,USA: Fox State Forest NH
oro169149,sample,2016-10-14,libD,PRJNA518082,not collected,not collected,not applicable,not applicable,not collected,not applicable,feces metagenome,oro169149,USA: Fox State Forest NH
oro169150,sample,2016-10-14,libD,PRJNA518082,not collected,not collected,not applicable,not applicable,not collected,not applicable,feces metagenome,oro169150,USA: Fox State Forest NH
oro169151,sample,2016-10-14,libD,PRJNA518082,not collected,not collected,not applicable,not applicable,not collected,not applicable,feces metagenome,oro169151,USA: Fox State Forest NH
oro169152,sample,2016-10-14,libD,PRJNA518082,not collected,not collected,not applicable,not applicable,not collected,not applicable,feces metagenome,oro169152,USA: Fox State Forest NH
oro169154,sample,2016-10-06,libD,PRJNA518082,not collected,not collected,not applicable,not applicable,not collected,not applicable,feces metagenome,oro169154,USA: Fox State Forest NH
oro169155,sample,2016-10-06,libD,PRJNA518082,not collected,not collected,not applicable,not applicable,not collected,not applicable,feces metagenome,oro169155,USA: Fox State Forest NH
oro169156,sample,2016-10-06,libD,PRJNA518082,not collected,not collected,not applicable,not applicable,not collected,not applicable,feces metagenome,oro169156,USA: Fox State Forest NH
oro169157,sample,2016-10-06,libD,PRJNA518082,not collected,not collected,not applicable,not applicable,not collected,not applicable,feces metagenome,oro169157,USA: Fox State Forest NH
oro169158,sample,2016-10-06,libD,PRJNA518082,not collected,not collected,not applicable,not applicable,not collected,not applicable,feces metagenome,oro169158,USA: Fox State Forest NH
oro169159,sample,2016-10-06,libD,PRJNA518082,not collected,not collected,not applicable,not applicable,not collected,not applicable,feces metagenome,oro169159,USA: Fox State Forest NH
oro169160,sample,2016-10-06,libD,PRJNA518082,not collected,not collected,not applicable,not applicable,not collected,not applicable,feces metagenome,oro169160,USA: Fox State Forest NH
oro169161,sample,2016-10-06,libD,PRJNA518082,not collected,not collected,not applicable,not applicable,not collected,not applicable,feces metagenome,oro169161,USA: Fox State Forest NH
oro169162,sample,2016-10-06,libD,PRJNA518082,not collected,not collected,not applicable,not applicable,not collected,not applicable,feces metagenome,oro169162,USA: Fox State Forest NH
oro169250,sample,2016-10-06,libD,PRJNA518082,not collected,not collected,not applicable,not applicable,not collected,not applicable,feces metagenome,oro169250,USA: Fox State Forest NH
oro169252,sample,2016-09-01,libD,PRJNA518082,not collected,not collected,not applicable,not applicable,not collected,not applicable,feces metagenome,oro169252,USA: Fox State Forest NH
oro169253,sample,2016-09-01,libD,PRJNA518082,not collected,not collected,not applicable,not applicable,not collected,not applicable,feces metagenome,oro169253,USA: Fox State Forest NH
oro169254,sample,2016-09-08,libD,PRJNA518082,not collected,not collected,not applicable,not applicable,not collected,not applicable,feces metagenome,oro169254,USA: Fox State Forest NH
oro169255,sample,2016-09-08,libD,PRJNA518082,not collected,not collected,not applicable,not applicable,not collected,not applicable,feces metagenome,oro169255,USA: Fox State Forest NH
oro169256,sample,2016-09-08,libD,PRJNA518082,not collected,not collected,not applicable,not applicable,not collected,not applicable,feces metagenome,oro169256,USA: Fox State Forest NH
oro169257,sample,2016-09-08,libD,PRJNA518082,not collected,not collected,not applicable,not applicable,not collected,not applicable,feces metagenome,oro169257,USA: Fox State Forest NH
oro169258,sample,2016-09-08,libD,PRJNA518082,not collected,not collected,not applicable,not applicable,not collected,not applicable,feces metagenome,oro169258,USA: Fox State Forest NH
oro169259,sample,2016-09-08,libD,PRJNA518082,not collected,not collected,not applicable,not applicable,not collected,not applicable,feces metagenome,oro169259,USA: Fox State Forest NH
oro169260,sample,2016-09-08,libD,PRJNA518082,not collected,not collected,not applicable,not applicable,not collected,not applicable,feces metagenome,oro169260,USA: Fox State Forest NH
oro169261,sample,2016-09-08,libD,PRJNA518082,not collected,not collected,not applicable,not applicable,not collected,not applicable,feces metagenome,oro169261,USA: Fox State Forest NH
oro169263,sample,2016-09-08,libD,PRJNA518082,not collected,not collected,not applicable,not applicable,not collected,not applicable,feces metagenome,oro169263,USA: Fox State Forest NH
oro169264,sample,2016-09-08,libD,PRJNA518082,not collected,not collected,not applicable,not applicable,not collected,not applicable,feces metagenome,oro169264,USA: Fox State Forest NH
oro169265,sample,2016-09-08,libD,PRJNA518082,not collected,not collected,not applicable,not applicable,not collected,not applicable,feces metagenome,oro169265,USA: Fox State Forest NH
oro169266,sample,2016-09-15,libD,PRJNA518082,not collected,not collected,not applicable,not applicable,not collected,not applicable,feces metagenome,oro169266,USA: Fox State Forest NH
