bioproject_accession	sample_name	library_ID	title	library_strategy	library_source	library_selection	library_layout	platform	instrument_model	design_description	filetype	filename	filename2	Library
PRJNA518082	oro161732	oro161732	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	oro161732_L001_R1_001.fastq.gz	oro161732_L001_R2_001.fastq.gz	libA
PRJNA518082	oro161733	oro161733	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	oro161733_L001_R1_001.fastq.gz	oro161733_L001_R2_001.fastq.gz	libA
PRJNA518082	oro161784	oro161784	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	oro161784_L001_R1_001.fastq.gz	oro161784_L001_R2_001.fastq.gz	libA
PRJNA518082	oro161785	oro161785	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	oro161785_L001_R1_001.fastq.gz	oro161785_L001_R2_001.fastq.gz	libA
PRJNA518082	oro161786	oro161786	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	oro161786_L001_R1_001.fastq.gz	oro161786_L001_R2_001.fastq.gz	libA
PRJNA518082	oro161787	oro161787	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	oro161787_L001_R1_001.fastq.gz	oro161787_L001_R2_001.fastq.gz	libA
PRJNA518082	oro161788	oro161788	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	oro161788_L001_R1_001.fastq.gz	oro161788_L001_R2_001.fastq.gz	libA
PRJNA518082	oro161789	oro161789	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	oro161789_L001_R1_001.fastq.gz	oro161789_L001_R2_001.fastq.gz	libA
PRJNA518082	oro161790	oro161790	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	oro161790_L001_R1_001.fastq.gz	oro161790_L001_R2_001.fastq.gz	libA
PRJNA518082	oro161791	oro161791	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	oro161791_L001_R1_001.fastq.gz	oro161791_L001_R2_001.fastq.gz	libA
PRJNA518082	oro161792	oro161792	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	oro161792_L001_R1_001.fastq.gz	oro161792_L001_R2_001.fastq.gz	libA
PRJNA518082	oro161793	oro161793	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	oro161793_L001_R1_001.fastq.gz	oro161793_L001_R2_001.fastq.gz	libA
PRJNA518082	oro161794	oro161794	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	oro161794_L001_R1_001.fastq.gz	oro161794_L001_R2_001.fastq.gz	libA
PRJNA518082	oro161795	oro161795	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	oro161795_L001_R1_001.fastq.gz	oro161795_L001_R2_001.fastq.gz	libA
PRJNA518082	oro161796	oro161796	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	oro161796_L001_R1_001.fastq.gz	oro161796_L001_R2_001.fastq.gz	libA
PRJNA518082	oro161797	oro161797	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	oro161797_L001_R1_001.fastq.gz	oro161797_L001_R2_001.fastq.gz	libA
PRJNA518082	oro161798	oro161798	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	oro161798_L001_R1_001.fastq.gz	oro161798_L001_R2_001.fastq.gz	libA
PRJNA518082	oro161799	oro161799	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	oro161799_L001_R1_001.fastq.gz	oro161799_L001_R2_001.fastq.gz	libA
PRJNA518082	oro161800	oro161800	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	oro161800_L001_R1_001.fastq.gz	oro161800_L001_R2_001.fastq.gz	libA
PRJNA518082	oro161801	oro161801	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	oro161801_L001_R1_001.fastq.gz	oro161801_L001_R2_001.fastq.gz	libA
PRJNA518082	oro161802	oro161802	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	oro161802_L001_R1_001.fastq.gz	oro161802_L001_R2_001.fastq.gz	libA
PRJNA518082	oro161803	oro161803	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	oro161803_L001_R1_001.fastq.gz	oro161803_L001_R2_001.fastq.gz	libA
PRJNA518082	oro161804	oro161804	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	oro161804_L001_R1_001.fastq.gz	oro161804_L001_R2_001.fastq.gz	libA
PRJNA518082	oro161805	oro161805	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	oro161805_L001_R1_001.fastq.gz	oro161805_L001_R2_001.fastq.gz	libA
PRJNA518082	oro161807	oro161807	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	oro161807_L001_R1_001.fastq.gz	oro161807_L001_R2_001.fastq.gz	libA
PRJNA518082	oro161808	oro161808	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	oro161808_L001_R1_001.fastq.gz	oro161808_L001_R2_001.fastq.gz	libA
PRJNA518082	oro161809	oro161809	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	oro161809_L001_R1_001.fastq.gz	oro161809_L001_R2_001.fastq.gz	libA
PRJNA518082	oro161810	oro161810	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	oro161810_L001_R1_001.fastq.gz	oro161810_L001_R2_001.fastq.gz	libA
PRJNA518082	oro161811	oro161811	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	oro161811_L001_R1_001.fastq.gz	oro161811_L001_R2_001.fastq.gz	libA
PRJNA518082	oro161812	oro161812	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	oro161812_L001_R1_001.fastq.gz	oro161812_L001_R2_001.fastq.gz	libA
PRJNA518082	oro161813	oro161813	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	oro161813_L001_R1_001.fastq.gz	oro161813_L001_R2_001.fastq.gz	libA
PRJNA518082	oro161814	oro161814	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	oro161814_L001_R1_001.fastq.gz	oro161814_L001_R2_001.fastq.gz	libA
PRJNA518082	oro161815	oro161815	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	oro161815_L001_R1_001.fastq.gz	oro161815_L001_R2_001.fastq.gz	libA
PRJNA518082	oro161816	oro161816	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	oro161816_L001_R1_001.fastq.gz	oro161816_L001_R2_001.fastq.gz	libA
PRJNA518082	oro161817	oro161817	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	oro161817_L001_R1_001.fastq.gz	oro161817_L001_R2_001.fastq.gz	libA
PRJNA518082	oro161818	oro161818	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	oro161818_L001_R1_001.fastq.gz	oro161818_L001_R2_001.fastq.gz	libA
PRJNA518082	oro161819	oro161819	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	oro161819_L001_R1_001.fastq.gz	oro161819_L001_R2_001.fastq.gz	libA
PRJNA518082	oro161820	oro161820	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	oro161820_L001_R1_001.fastq.gz	oro161820_L001_R2_001.fastq.gz	libA
PRJNA518082	oro161821	oro161821	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	oro161821_L001_R1_001.fastq.gz	oro161821_L001_R2_001.fastq.gz	libA
PRJNA518082	oro161822	oro161822	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	oro161822_L001_R1_001.fastq.gz	oro161822_L001_R2_001.fastq.gz	libA
PRJNA518082	oro161823	oro161823	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	oro161823_L001_R1_001.fastq.gz	oro161823_L001_R2_001.fastq.gz	libA
PRJNA518082	oro161824	oro161824	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	oro161824_L001_R1_001.fastq.gz	oro161824_L001_R2_001.fastq.gz	libA
PRJNA518082	oro161825	oro161825	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	oro161825_L001_R1_001.fastq.gz	oro161825_L001_R2_001.fastq.gz	libA
PRJNA518082	oro161826	oro161826	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	oro161826_L001_R1_001.fastq.gz	oro161826_L001_R2_001.fastq.gz	libA
PRJNA518082	oro161827	oro161827	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	oro161827_L001_R1_001.fastq.gz	oro161827_L001_R2_001.fastq.gz	libA
PRJNA518082	oro161828	oro161828	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	oro161828_L001_R1_001.fastq.gz	oro161828_L001_R2_001.fastq.gz	libA
PRJNA518082	oro161829	oro161829	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	oro161829_L001_R1_001.fastq.gz	oro161829_L001_R2_001.fastq.gz	libA
PRJNA518082	oro161830	oro161830	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	oro161830_L001_R1_001.fastq.gz	oro161830_L001_R2_001.fastq.gz	libA
PRJNA518082	oro161831	oro161831	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	oro161831_L001_R1_001.fastq.gz	oro161831_L001_R2_001.fastq.gz	libA
PRJNA518082	oro161832	oro161832	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	oro161832_L001_R1_001.fastq.gz	oro161832_L001_R2_001.fastq.gz	libA
PRJNA518082	oro161833	oro161833	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	oro161833_L001_R1_001.fastq.gz	oro161833_L001_R2_001.fastq.gz	libA
PRJNA518082	oro161884	oro161884	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	oro161884_L001_R1_001.fastq.gz	oro161884_L001_R2_001.fastq.gz	libA
PRJNA518082	oro161885	oro161885	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	oro161885_L001_R1_001.fastq.gz	oro161885_L001_R2_001.fastq.gz	libA
PRJNA518082	oro161886	oro161886	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	oro161886_L001_R1_001.fastq.gz	oro161886_L001_R2_001.fastq.gz	libA
PRJNA518082	oro161887	oro161887	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	oro161887_L001_R1_001.fastq.gz	oro161887_L001_R2_001.fastq.gz	libA
PRJNA518082	oro161888	oro161888	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	oro161888_L001_R1_001.fastq.gz	oro161888_L001_R2_001.fastq.gz	libA
PRJNA518082	oro161889	oro161889	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	oro161889_L001_R1_001.fastq.gz	oro161889_L001_R2_001.fastq.gz	libA
PRJNA518082	oro161890	oro161890	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	oro161890_L001_R1_001.fastq.gz	oro161890_L001_R2_001.fastq.gz	libA
PRJNA518082	oro161891	oro161891	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	oro161891_L001_R1_001.fastq.gz	oro161891_L001_R2_001.fastq.gz	libA
PRJNA518082	oro161892	oro161892	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	oro161892_L001_R1_001.fastq.gz	oro161892_L001_R2_001.fastq.gz	libA
PRJNA518082	oro161893	oro161893	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	oro161893_L001_R1_001.fastq.gz	oro161893_L001_R2_001.fastq.gz	libA
PRJNA518082	oro161894	oro161894	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	oro161894_L001_R1_001.fastq.gz	oro161894_L001_R2_001.fastq.gz	libA
PRJNA518082	oro161895	oro161895	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	oro161895_L001_R1_001.fastq.gz	oro161895_L001_R2_001.fastq.gz	libA
PRJNA518082	oro161896	oro161896	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	oro161896_L001_R1_001.fastq.gz	oro161896_L001_R2_001.fastq.gz	libA
PRJNA518082	oro161897	oro161897	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	oro161897_L001_R1_001.fastq.gz	oro161897_L001_R2_001.fastq.gz	libA
PRJNA518082	oro161898	oro161898	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	oro161898_L001_R1_001.fastq.gz	oro161898_L001_R2_001.fastq.gz	libA
PRJNA518082	oro161899	oro161899	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	oro161899_L001_R1_001.fastq.gz	oro161899_L001_R2_001.fastq.gz	libA
PRJNA518082	oro161900	oro161900	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	oro161900_L001_R1_001.fastq.gz	oro161900_L001_R2_001.fastq.gz	libA
PRJNA518082	oro161901	oro161901	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	oro161901_L001_R1_001.fastq.gz	oro161901_L001_R2_001.fastq.gz	libA
PRJNA518082	oro161902	oro161902	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	oro161902_L001_R1_001.fastq.gz	oro161902_L001_R2_001.fastq.gz	libA
PRJNA518082	oro161903	oro161903	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	oro161903_L001_R1_001.fastq.gz	oro161903_L001_R2_001.fastq.gz	libA
PRJNA518082	oro161904	oro161904	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	oro161904_L001_R1_001.fastq.gz	oro161904_L001_R2_001.fastq.gz	libA
PRJNA518082	oro161905	oro161905	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	oro161905_L001_R1_001.fastq.gz	oro161905_L001_R2_001.fastq.gz	libA
PRJNA518082	oro161906	oro161906	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	oro161906_L001_R1_001.fastq.gz	oro161906_L001_R2_001.fastq.gz	libA
PRJNA518082	oro161907	oro161907	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	oro161907_L001_R1_001.fastq.gz	oro161907_L001_R2_001.fastq.gz	libA
PRJNA518082	oro161908	oro161908	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	oro161908_L001_R1_001.fastq.gz	oro161908_L001_R2_001.fastq.gz	libA
PRJNA518082	oro161909	oro161909	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	oro161909_L001_R1_001.fastq.gz	oro161909_L001_R2_001.fastq.gz	libA
PRJNA518082	oro161910	oro161910	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	oro161910_L001_R1_001.fastq.gz	oro161910_L001_R2_001.fastq.gz	libA
PRJNA518082	oro161911	oro161911	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	oro161911_L001_R1_001.fastq.gz	oro161911_L001_R2_001.fastq.gz	libA
PRJNA518082	oro161912	oro161912	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	oro161912_L001_R1_001.fastq.gz	oro161912_L001_R2_001.fastq.gz	libA
PRJNA518082	oro161913	oro161913	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	oro161913_L001_R1_001.fastq.gz	oro161913_L001_R2_001.fastq.gz	libA
PRJNA518082	oro161914	oro161914	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	oro161914_L001_R1_001.fastq.gz	oro161914_L001_R2_001.fastq.gz	libA
PRJNA518082	oro161915	oro161915	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	oro161915_L001_R1_001.fastq.gz	oro161915_L001_R2_001.fastq.gz	libA
PRJNA518082	oro161916	oro161916	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	oro161916_L001_R1_001.fastq.gz	oro161916_L001_R2_001.fastq.gz	libA
PRJNA518082	oro161917	oro161917	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	oro161917_L001_R1_001.fastq.gz	oro161917_L001_R2_001.fastq.gz	libA
PRJNA518082	oro161918	oro161918	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	oro161918_L001_R1_001.fastq.gz	oro161918_L001_R2_001.fastq.gz	libA
PRJNA518082	oro161919	oro161919	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	oro161919_L001_R1_001.fastq.gz	oro161919_L001_R2_001.fastq.gz	libA
PRJNA518082	oro161920	oro161920	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	oro161920_L001_R1_001.fastq.gz	oro161920_L001_R2_001.fastq.gz	libA
PRJNA518082	oro161921	oro161921	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	oro161921_L001_R1_001.fastq.gz	oro161921_L001_R2_001.fastq.gz	libA
PRJNA518082	oro161923	oro161923	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	oro161923_L001_R1_001.fastq.gz	oro161923_L001_R2_001.fastq.gz	libA
PRJNA518082	oro161924	oro161924	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	oro161924_L001_R1_001.fastq.gz	oro161924_L001_R2_001.fastq.gz	libA
PRJNA518082	oro161925	oro161925	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	oro161925_L001_R1_001.fastq.gz	oro161925_L001_R2_001.fastq.gz	libA
PRJNA518082	oro161926	oro161926	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	oro161926_L001_R1_001.fastq.gz	oro161926_L001_R2_001.fastq.gz	libA
PRJNA518082	oro161927	oro161927	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	oro161927_L001_R1_001.fastq.gz	oro161927_L001_R2_001.fastq.gz	libA
PRJNA518082	oro161928	oro161928	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	oro161928_L001_R1_001.fastq.gz	oro161928_L001_R2_001.fastq.gz	libA
PRJNA518082	oro161929	oro161929	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	oro161929_L001_R1_001.fastq.gz	oro161929_L001_R2_001.fastq.gz	libA
PRJNA518082	oro161930	oro161930	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	oro161930_L001_R1_001.fastq.gz	oro161930_L001_R2_001.fastq.gz	libA
PRJNA518082	oro161931	oro161931	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	oro161931_L001_R1_001.fastq.gz	oro161931_L001_R2_001.fastq.gz	libA
PRJNA518082	oro162057	oro162057	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	oro162057_L001_R1_001.fastq.gz	oro162057_L001_R2_001.fastq.gz	libA
PRJNA518082	oro162062	oro162062	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	oro162062_L001_R1_001.fastq.gz	oro162062_L001_R2_001.fastq.gz	libA
